"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.5","","","","1"
"2007-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.5","","","","1"
"2008-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.9","","","","1"
"2008-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.0","","","","1"
"2008-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.3","","","","1"
"2008-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.3","","","","1"
"2008-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.3","","","","1"
"2008-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.0","","","","1"
"2008-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2008-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2008-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2008-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.9","","","","1"
"2008-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.8","","","","1"
"2008-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2009-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.8","","","","1"
"2009-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.5","","","","1"
"2009-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.4","","","","1"
"2009-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.6","","","","1"
"2009-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.8","","","","1"
"2009-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.6","","","","1"
"2009-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.7","","","","1"
"2009-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.7","","","","1"
"2009-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.6","","","","1"
"2009-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.1","","","","1"
"2009-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.8","","","","1"
"2009-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.8","","","","1"
"2010-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.2","","","","1"
"2010-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.4","","","","1"
"2010-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.8","","","","1"
"2010-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.7","","","","1"
"2010-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.6","","","","1"
"2010-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.1","","","","1"
"2010-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.1","","","","1"
"2010-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.2","","","","1"
"2010-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.2","","","","1"
"2010-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.8","","","","1"
"2010-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2010-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2011-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.5","","","","1"
"2011-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.8","","","","1"
"2011-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.2","","","","1"
"2011-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","8.1","","","","1"
"2011-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.9","","","","1"
"2011-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.6","","","","1"
"2011-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.4","","","","1"
"2011-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.5","","","","1"
"2011-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.4","","","","1"
"2011-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2011-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2011-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2012-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2012-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.6","","","","1"
"2012-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.9","","","","1"
"2012-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.7","","","","1"
"2012-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.6","","","","1"
"2012-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2012-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2012-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2012-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2012-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2012-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.7","","","","1"
"2012-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.8","","","","1"
"2013-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.0","","","","1"
"2013-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2013-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.5","","","","1"
"2013-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.5","","","","1"
"2013-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.4","","","","1"
"2013-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2013-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2013-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2013-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2013-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.8","","","","1"
"2013-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.4","","","","1"
"2013-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.5","","","","1"
"2014-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2014-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2014-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.4","","","","1"
"2014-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.4","","","","1"
"2014-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2014-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2014-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2014-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2014-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.0","","","","1"
"2014-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.6","","","","1"
"2014-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.2","","","","1"
"2014-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.2","","","","1"
"2015-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.5","","","","1"
"2015-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.8","","","","1"
"2015-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2015-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2015-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.2","","","","1"
"2015-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2015-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2015-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.0","","","","1"
"2015-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.0","","","","1"
"2015-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.8","","","","1"
"2015-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.4","","","","1"
"2015-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.5","","","","1"
"2016-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2016-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.3","","","","1"
"2016-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.6","","","","1"
"2016-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.6","","","","1"
"2016-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.4","","","","1"
"2016-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2016-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2016-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2016-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2016-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.8","","","","1"
"2016-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.3","","","","1"
"2016-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.4","","","","1"
"2017-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.6","","","","1"
"2017-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.9","","","","1"
"2017-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.1","","","","1"
"2017-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","7.0","","","","1"
"2017-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.8","","","","1"
"2017-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.5","","","","1"
"2017-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.4","","","","1"
"2017-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.4","","","","1"
"2017-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.3","","","","1"
"2017-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.0","","","","1"
"2017-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.6","","","","1"
"2017-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.5","","","","1"
"2018-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.7","","","","1"
"2018-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.9","","","","1"
"2018-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.2","","","","1"
"2018-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.2","","","","1"
"2018-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2018-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.9","","","","1"
"2018-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.9","","","","1"
"2018-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2018-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.0","","","","1"
"2018-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.8","","","","1"
"2018-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.3","","","","1"
"2018-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.2","","","","1"
"2019-01","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.5","","","","1"
"2019-02","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.8","","","","1"
"2019-03","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2019-04","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","6.1","","","","1"
"2019-05","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.9","","","","1"
"2019-06","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.5","","","","1"
"2019-07","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.5","","","","1"
"2019-08","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.8","","","","1"
"2019-09","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.8","","","","1"
"2019-10","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.5","","","","1"
"2019-11","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.2","","","","1"
"2019-12","Canada","2016A000011124","Unemployment rate","Estimate","Percentage","242","units","0","v91413409","1.8.1","5.2","","","","1"
